日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,成交量,成交金额
2019-04-09,'300742,越博动力,44.9,45.32,44.3,45.06,44.67,0.23,0.5149,1218440,54441211.0
2019-04-08,'300742,越博动力,44.67,46.07,44.36,45.84,45.62,-0.95,-2.0824,1459600,65878840.0
2019-04-04,'300742,越博动力,45.62,46.1,45.51,46.0,46.03,-0.41,-0.8907,1252400,57256630.0
2019-04-03,'300742,越博动力,46.03,46.25,45.1,45.52,45.38,0.65,1.4323,1615511,73828380.96
2019-04-02,'300742,越博动力,45.38,45.9,44.48,44.5,44.58,0.8,1.7945,2006843,90806343.34
2019-04-01,'300742,越博动力,44.58,44.61,43.18,43.2,43.0,1.58,3.6744,1283295,56507271.06
2019-03-29,'300742,越博动力,43.0,43.15,41.9,42.13,42.12,0.88,2.0893,840200,35779970.0
2019-03-28,'300742,越博动力,42.12,42.99,42.08,42.33,42.99,-0.87,-2.0237,902811,38339946.6
2019-03-27,'300742,越博动力,42.99,43.8,42.01,43.2,43.09,-0.1,-0.2321,950100,40691213.0
2019-03-26,'300742,越博动力,43.09,44.58,43.07,44.4,44.24,-1.15,-2.5995,1211054,52939927.96
2019-03-25,'300742,越博动力,44.24,45.3,43.35,43.59,44.52,-0.28,-0.6289,1031700,45824843.0
2019-03-22,'300742,越博动力,44.52,45.03,43.6,45.0,45.25,-0.73,-1.6133,1496154,66177200.82
2019-03-21,'300742,越博动力,45.25,45.95,43.79,43.99,44.04,1.21,2.7475,2217400,99834425.0
2019-03-20,'300742,越博动力,44.04,44.84,43.1,44.65,44.65,-0.61,-1.3662,1360284,59729116.4
2019-03-19,'300742,越博动力,44.65,45.1,44.3,44.76,44.9,-0.25,-0.5568,1120254,50019721.76
2019-03-18,'300742,越博动力,44.9,45.28,44.2,44.46,44.03,0.87,1.9759,1246912,55729528.8
2019-03-15,'300742,越博动力,44.03,44.49,43.41,44.25,43.99,0.04,0.0909,1346900,59322228.0
2019-03-14,'300742,越博动力,43.99,45.5,43.39,45.08,45.8,-1.81,-3.952,1829284,81243094.0
2019-03-13,'300742,越博动力,45.8,47.49,45.41,47.21,47.12,-1.32,-2.8014,2390246,111518027.98
2019-03-12,'300742,越博动力,47.12,47.5,46.38,47.06,47.08,0.04,0.085,2953300,138772531.16
2019-03-11,'300742,越博动力,47.08,47.1,45.0,45.5,45.27,1.81,3.9982,2244900,103450131.0
2019-03-08,'300742,越博动力,45.27,46.62,45.08,45.76,46.93,-1.66,-3.5372,2935532,134217499.04
2019-03-07,'300742,越博动力,46.93,47.53,44.52,45.09,45.55,1.38,3.0296,4018700,186452075.0
2019-03-06,'300742,越博动力,45.55,45.77,43.7,44.42,44.36,1.19,2.6826,3172214,141926664.7
2019-03-05,'300742,越博动力,44.36,44.88,42.96,43.44,43.45,0.91,2.0944,2234800,98296000.48
2019-03-04,'300742,越博动力,43.45,43.88,42.8,42.86,42.86,0.59,1.3766,2208900,95997629.0
2019-03-01,'300742,越博动力,42.86,43.72,42.01,43.46,43.46,-0.6,-1.3806,1771600,76042401.0
2019-02-28,'300742,越博动力,43.46,43.97,42.98,43.28,43.02,0.44,1.0228,1818612,78864761.14
2019-02-27,'300742,越博动力,43.02,44.23,42.8,43.5,43.6,-0.58,-1.3303,2175385,94190081.84
2019-02-26,'300742,越博动力,43.6,44.42,43.36,44.06,44.07,-0.47,-1.0665,2693854,118123074.6
2019-02-25,'300742,越博动力,44.07,44.25,42.43,42.62,42.58,1.49,3.4993,2557489,110985884.07
2019-02-22,'300742,越博动力,42.58,42.68,40.89,41.16,41.15,1.43,3.4751,2036562,85309327.3
2019-02-21,'300742,越博动力,41.15,42.09,40.7,41.31,41.76,-0.61,-1.4607,1793354,74351677.16
2019-02-20,'300742,越博动力,41.76,42.2,40.9,41.9,41.36,0.4,0.9671,1488550,61877605.5
2019-02-19,'300742,越博动力,41.36,42.38,40.9,41.8,41.69,-0.33,-0.7916,1767840,73478920.0
2019-02-18,'300742,越博动力,41.69,41.9,40.58,40.58,40.8,0.89,2.1814,1393178,57523175.48
2019-02-15,'300742,越博动力,40.8,40.98,39.83,40.3,40.35,0.45,1.1152,1281278,51790740.66
2019-02-14,'300742,越博动力,40.35,40.48,39.73,39.81,40.09,0.26,0.6485,1054856,42276948.0
2019-02-13,'300742,越博动力,40.09,40.3,38.84,39.08,39.08,1.01,2.5844,1483902,58781705.2
2019-02-12,'300742,越博动力,39.08,39.44,38.46,38.54,38.6,0.48,1.2435,1017000,39690006.0
2019-02-11,'300742,越博动力,38.6,38.7,37.7,37.8,37.7,0.9,2.3873,833118,31959561.44
2019-02-01,'300742,越博动力,37.7,37.77,36.6,36.6,36.57,1.13,3.09,743506,27728938.26
2019-01-31,'300742,越博动力,36.57,38.41,36.5,37.7,37.3,-0.73,-1.9571,856700,31894165.0
2019-01-30,'300742,越博动力,37.3,38.47,37.22,38.12,38.2,-0.9,-2.356,697750,26427785.1
2019-01-29,'300742,越博动力,38.2,39.92,36.68,39.92,40.3,-2.1,-5.2109,1300544,49837034.72
2019-01-28,'300742,越博动力,40.3,41.78,40.3,41.47,41.07,-0.77,-1.8748,973000,39722366.0
2019-01-25,'300742,越博动力,41.07,42.4,41.07,42.03,42.76,-1.69,-3.9523,1563300,65284987.0
2019-01-24,'300742,越博动力,42.76,43.96,42.18,42.9,43.43,-0.67,-1.5427,2211284,95126542.2
2019-01-23,'300742,越博动力,43.43,44.7,41.67,42.1,42.53,0.9,2.1162,2712078,117310960.5
2019-01-22,'300742,越博动力,42.53,43.56,40.71,40.8,40.84,1.69,4.1381,3062094,130397801.6
2019-01-21,'300742,越博动力,40.84,41.49,40.72,41.49,41.04,-0.2,-0.4873,1031497,42321690.78
2019-01-18,'300742,越博动力,41.04,41.4,39.8,39.95,40.4,0.64,1.5842,1339900,54578259.0
2019-01-17,'300742,越博动力,40.4,42.16,40.4,41.8,41.8,-1.4,-3.3493,1559010,63968391.82
2019-01-16,'300742,越博动力,41.8,42.68,41.15,41.6,40.77,1.03,2.5264,2245462,94162221.24
2019-01-15,'300742,越博动力,40.77,40.9,40.19,40.48,41.13,-0.36,-0.8753,1258472,51097880.4
2019-01-14,'300742,越博动力,41.13,42.5,39.24,39.8,40.2,0.93,2.3134,2321116,94287812.2
2019-01-11,'300742,越博动力,40.2,40.78,38.42,38.75,38.62,1.58,4.0911,1852763,73439198.76
2019-01-10,'300742,越博动力,38.62,39.18,38.51,38.82,39.32,-0.7,-1.7803,1188012,46115854.56
2019-01-09,'300742,越博动力,39.32,41.5,39.32,41.5,38.68,0.64,1.6546,1818852,73359466.9
2019-01-08,'300742,越博动力,38.68,39.13,38.51,39.0,39.16,-0.48,-1.2257,825400,31979568.0
2019-01-07,'300742,越博动力,39.16,39.31,38.55,39.31,38.77,0.39,1.0059,1007458,39326204.06
2019-01-04,'300742,越博动力,38.77,38.95,37.14,37.3,37.93,0.84,2.2146,977536,37438423.49
2019-01-03,'300742,越博动力,37.93,39.15,37.93,38.64,38.75,-0.82,-2.1161,887170,34147360.6
2019-01-02,'300742,越博动力,38.75,39.59,37.81,39.4,39.28,-0.53,-1.3493,1240900,47962311.0
2018-12-28,'300742,越博动力,39.28,42.38,39.25,41.76,41.95,-2.67,-6.3647,2057922,84041970.31
2018-12-27,'300742,越博动力,41.95,43.85,41.95,43.67,42.77,-0.82,-1.9172,1587778,68674253.86
2018-12-26,'300742,越博动力,42.77,44.3,42.55,43.24,43.43,-0.66,-1.5197,1413916,61135651.08
2018-12-25,'300742,越博动力,43.43,43.6,41.8,42.58,43.88,-0.45,-1.0255,1653432,70415374.2
2018-12-24,'300742,越博动力,43.88,44.3,43.3,43.81,43.3,0.58,1.3395,1800522,78864749.26
2018-12-21,'300742,越博动力,43.3,43.3,41.8,42.25,42.81,0.49,1.1446,1654280,70773493.33
2018-12-20,'300742,越博动力,42.81,43.43,41.38,41.64,41.25,1.56,3.7818,1576637,67304825.58
2018-12-19,'300742,越博动力,41.25,42.3,41.02,42.3,42.06,-0.81,-1.9258,886000,36936995.0
2018-12-18,'300742,越博动力,42.06,42.5,41.42,42.43,42.83,-0.77,-1.7978,959688,40261897.4
2018-12-17,'300742,越博动力,42.83,42.95,41.6,41.61,41.57,1.26,3.031,1287166,54706940.58
2018-12-14,'300742,越博动力,41.57,43.32,41.33,43.3,43.21,-1.64,-3.7954,1336332,56726932.94
2018-12-13,'300742,越博动力,43.21,43.68,42.8,43.28,43.34,-0.13,-0.3,1753400,75892732.0
2018-12-12,'300742,越博动力,43.34,43.59,41.81,42.1,41.7,1.64,3.9329,2150900,92512614.6
2018-12-11,'300742,越博动力,41.7,41.73,41.08,41.4,41.15,0.55,1.3366,782850,32413974.0
2018-12-10,'300742,越博动力,41.15,41.79,40.71,41.4,41.93,-0.78,-1.8602,869435,35811163.95
2018-12-07,'300742,越博动力,41.93,42.66,41.8,41.87,41.9,0.03,0.0716,743585,31324868.5
2018-12-06,'300742,越博动力,41.9,43.58,41.9,42.5,42.66,-0.76,-1.7815,1363350,58097919.0
2018-12-05,'300742,越博动力,42.66,43.14,42.12,42.66,43.58,-0.92,-2.1111,1246887,53108875.63
2018-12-04,'300742,越博动力,43.58,43.99,43.03,43.87,43.89,-0.31,-0.7063,1449367,63030249.98
2018-12-03,'300742,越博动力,43.89,44.83,42.7,43.21,42.19,1.7,4.0294,2214252,96710219.93
2018-11-30,'300742,越博动力,42.19,42.3,40.88,41.0,41.36,0.83,2.0068,1410917,58861594.83
2018-11-29,'300742,越博动力,41.36,44.39,41.24,44.24,43.79,-2.43,-5.5492,1713367,73287163.76
2018-11-28,'300742,越博动力,43.79,44.02,42.53,43.44,43.28,0.51,1.1784,1294050,56235765.0
2018-11-27,'300742,越博动力,43.28,44.17,42.81,43.62,43.37,-0.09,-0.2075,1319150,57401338.0
2018-11-26,'300742,越博动力,43.37,45.59,42.68,44.9,46.38,-3.01,-6.4899,2364720,104417360.2
2018-11-23,'300742,越博动力,46.38,49.29,46.38,48.5,49.7,-3.32,-6.6801,2573319,122599434.47
2018-11-22,'300742,越博动力,49.7,53.06,49.7,51.64,50.53,-0.83,-1.6426,2880551,148309656.44
2018-11-21,'300742,越博动力,50.53,50.96,49.03,50.37,51.33,-0.8,-1.5585,2212655,110989043.22
2018-11-20,'300742,越博动力,51.33,51.95,49.93,50.35,50.95,0.38,0.7458,2921700,148924561.0
2018-11-19,'300742,越博动力,50.95,51.36,49.77,50.81,51.6,-0.65,-1.2597,2720466,137736479.16
2018-11-16,'300742,越博动力,51.6,52.14,50.66,50.7,51.71,-0.11,-0.2127,3890641,200114102.3
2018-11-15,'300742,越博动力,51.71,53.68,50.45,51.21,49.56,2.15,4.3382,5868136,304894443.7
2018-11-14,'300742,越博动力,49.56,50.49,47.86,47.86,49.48,0.08,0.1617,4378295,215303048.7
2018-11-13,'300742,越博动力,49.48,52.15,47.89,48.0,47.41,2.07,4.3662,7376361,372320630.79
2018-11-12,'300742,越博动力,47.41,47.41,42.67,42.67,43.1,4.31,10.0,3961898,181878892.94
2018-11-09,'300742,越博动力,43.1,45.51,41.45,41.55,41.37,1.73,4.1818,3312447,145818208.8
2018-11-08,'300742,越博动力,41.37,42.2,41.02,42.0,41.78,-0.41,-0.9813,1111360,46284858.8
2018-11-07,'300742,越博动力,41.78,42.35,41.6,42.15,41.9,-0.12,-0.2864,1272260,53469200.4
2018-11-06,'300742,越博动力,41.9,43.44,40.81,43.01,43.73,-1.83,-4.1848,2136560,89290588.5
2018-11-05,'300742,越博动力,43.73,44.8,42.82,44.19,43.6,0.13,0.2982,2440745,107045351.7
2018-11-02,'300742,越博动力,43.6,43.79,42.43,42.9,42.46,1.14,2.6849,2065502,89270870.3
2018-11-01,'300742,越博动力,42.46,43.34,42.15,42.37,42.47,-0.01,-0.0235,1869602,79861997.9
2018-10-31,'300742,越博动力,42.47,42.58,41.6,42.08,41.66,0.81,1.9443,1764550,74469636.48
2018-10-30,'300742,越博动力,41.66,42.2,40.71,40.8,40.62,1.04,2.5603,1604419,66606836.42
2018-10-29,'300742,越博动力,40.62,42.12,40.51,41.3,41.93,-1.31,-3.1243,1077503,44596027.77
2018-10-26,'300742,越博动力,41.93,43.99,41.86,43.2,42.45,-0.52,-1.225,1179329,50295196.26
2018-10-25,'300742,越博动力,42.45,42.96,41.28,42.3,44.86,-2.41,-5.3723,2081904,87764427.44
2018-10-24,'300742,越博动力,44.86,46.5,44.86,45.09,45.6,-0.74,-1.6228,1867171,85134667.4
2018-10-23,'300742,越博动力,45.6,47.28,45.15,46.8,47.29,-1.69,-3.5737,1992163,92369395.4
2018-10-22,'300742,越博动力,47.29,49.0,44.33,44.36,44.8,2.49,5.558,3001127,139433654.85
2018-10-19,'300742,越博动力,44.8,45.13,41.87,42.37,44.07,0.73,1.6565,2092034,91736388.46
2018-10-18,'300742,越博动力,44.07,44.89,41.9,43.7,44.02,0.05,0.1136,2210047,96647209.8
2018-10-17,'300742,越博动力,44.02,45.65,43.1,45.5,44.71,-0.69,-1.5433,1928937,85219528.91
2018-10-16,'300742,越博动力,44.71,45.93,44.06,45.22,46.32,-1.61,-3.4758,1988422,89599289.5
2018-10-15,'300742,越博动力,46.32,47.23,43.5,44.2,45.84,0.48,1.0471,2766636,124941203.86
2018-10-12,'300742,越博动力,45.84,46.38,43.11,45.25,45.25,0.59,1.3039,2028619,91444369.93
2018-10-11,'300742,越博动力,45.25,48.16,44.97,47.79,49.97,-4.72,-9.4457,2665821,124210062.6
2018-10-10,'300742,越博动力,49.97,50.78,48.88,49.82,50.03,-0.06,-0.1199,2689044,133721164.2
2018-10-09,'300742,越博动力,50.03,50.03,48.09,48.8,47.9,2.13,4.4468,3057801,150041494.84
2018-10-08,'300742,越博动力,47.9,48.7,47.0,48.0,49.38,-1.48,-2.9972,2475333,118560653.95
2018-09-28,'300742,越博动力,49.38,49.87,45.57,45.58,45.34,4.04,8.9105,4201540,205311133.62
2018-09-27,'300742,越博动力,45.34,47.57,45.34,47.39,47.7,-2.36,-4.9476,1620261,75136793.21
2018-09-26,'300742,越博动力,47.7,47.85,46.9,47.69,47.5,0.2,0.4211,1124167,53288422.15
2018-09-25,'300742,越博动力,47.5,47.87,46.78,46.91,46.9,0.6,1.2793,1099259,52068076.08
2018-09-21,'300742,越博动力,46.9,47.19,45.82,46.36,46.12,0.78,1.6912,1196313,55743415.28
2018-09-20,'300742,越博动力,46.12,48.26,46.12,48.26,46.8,-0.68,-1.453,1028367,48207225.05
2018-09-19,'300742,越博动力,46.8,47.48,46.2,46.78,46.7,0.1,0.2141,1173109,54941273.09
2018-09-18,'300742,越博动力,46.7,46.8,45.31,45.8,45.88,0.82,1.7873,1249117,57668276.3
2018-09-17,'300742,越博动力,45.88,47.8,45.85,47.0,49.25,-3.37,-6.8426,1706176,79660843.85
2018-09-14,'300742,越博动力,49.25,53.79,48.85,53.0,51.85,-2.6,-5.0145,2394309,123553110.17
2018-09-13,'300742,越博动力,51.85,53.0,51.09,52.76,51.78,0.07,0.1352,1266067,65623436.05
2018-09-12,'300742,越博动力,51.78,52.0,50.81,51.27,51.15,0.63,1.2317,1167600,60069516.0
2018-09-11,'300742,越博动力,51.15,51.55,50.53,50.66,50.95,0.2,0.3925,915400,46696720.0
2018-09-10,'300742,越博动力,50.95,51.58,50.57,51.31,51.8,-0.85,-1.6409,1086900,55496519.0
2018-09-07,'300742,越博动力,51.8,53.2,50.59,52.7,52.39,-0.59,-1.1262,1564542,81419817.8
2018-09-06,'300742,越博动力,52.39,53.1,51.02,51.11,51.66,0.73,1.4131,1651000,86038681.0
2018-09-05,'300742,越博动力,51.66,53.2,51.6,52.02,52.24,-0.58,-1.1103,1499300,78517411.0
2018-09-04,'300742,越博动力,52.24,53.49,51.89,52.3,51.38,0.86,1.6738,1653348,86910945.24
2018-09-03,'300742,越博动力,51.38,52.99,50.02,52.58,52.92,-1.54,-2.9101,1544548,78915168.52
2018-08-31,'300742,越博动力,52.92,55.88,52.58,55.15,56.42,-3.5,-6.2035,2043700,110587070.0
2018-08-30,'300742,越博动力,56.42,58.39,56.2,56.2,56.04,0.38,0.6781,2221476,127274276.72
2018-08-29,'300742,越博动力,56.04,57.83,55.78,57.8,58.04,-2.0,-3.4459,1956700,110680704.0
2018-08-28,'300742,越博动力,58.04,59.15,57.4,58.2,60.98,-2.94,-4.8213,3291984,192091559.04
2018-08-27,'300742,越博动力,60.98,61.0,57.5,58.55,58.44,2.54,4.3463,3257572,194204341.96
2018-08-24,'300742,越博动力,58.44,61.88,57.51,59.97,56.92,1.52,2.6704,3276400,192798093.3
2018-08-23,'300742,越博动力,56.92,56.92,55.44,55.8,55.28,1.64,2.9667,2004200,112784563.0
2018-08-22,'300742,越博动力,55.28,57.5,55.12,55.84,55.96,-0.68,-1.2152,1538163,86458268.29
2018-08-21,'300742,越博动力,55.96,56.78,54.7,56.12,56.3,-0.34,-0.6039,1769167,98711017.12
2018-08-20,'300742,越博动力,56.3,56.47,53.6,55.07,55.3,1.0,1.8083,1719158,95087576.06
2018-08-17,'300742,越博动力,55.3,59.16,54.86,58.49,57.46,-2.16,-3.7591,1880476,107441796.34
2018-08-16,'300742,越博动力,57.46,58.92,56.03,57.01,58.3,-0.84,-1.4408,1428342,82111526.5
2018-08-15,'300742,越博动力,58.3,61.39,58.02,61.18,61.44,-3.14,-5.1107,2100631,124721922.18
2018-08-14,'300742,越博动力,61.44,61.84,60.2,60.73,60.94,0.5,0.8205,1988029,121158962.61
2018-08-13,'300742,越博动力,60.94,61.3,57.96,58.1,59.7,1.24,2.0771,2066500,123874377.12
2018-08-10,'300742,越博动力,59.7,60.5,58.36,59.27,59.25,0.45,0.7595,1948554,116304968.4
2018-08-09,'300742,越博动力,59.25,60.1,56.81,56.81,57.73,1.52,2.6329,2075250,122834817.71
2018-08-08,'300742,越博动力,57.73,62.84,57.3,62.01,63.16,-5.43,-8.5972,3188356,192813870.21
2018-08-07,'300742,越博动力,63.16,63.5,61.25,61.25,60.7,2.46,4.0527,3215445,201724227.57
2018-08-06,'300742,越博动力,60.7,61.9,56.01,59.99,59.83,0.87,1.4541,2702930,163129621.43
2018-08-03,'300742,越博动力,59.83,62.4,59.82,61.67,61.3,-1.47,-2.398,1946444,119648377.29
2018-08-02,'300742,越博动力,61.3,63.01,60.5,62.5,63.65,-2.35,-3.6921,2313957,142624171.84
2018-08-01,'300742,越博动力,63.65,68.44,63.65,68.01,66.57,-2.92,-4.3864,2033125,134991297.69
2018-07-31,'300742,越博动力,66.57,68.4,65.66,66.85,66.87,-0.3,-0.4486,1657807,110706530.48
2018-07-30,'300742,越博动力,66.87,67.08,63.89,65.86,65.38,1.49,2.279,2303503,152385531.69
2018-07-27,'300742,越博动力,65.38,67.5,64.3,64.65,64.79,0.59,0.9106,1921498,126495144.95
2018-07-26,'300742,越博动力,64.79,68.74,64.5,68.3,69.3,-4.51,-6.5079,3035846,201131749.89
2018-07-25,'300742,越博动力,69.3,72.77,69.0,72.21,71.83,-2.53,-3.5222,2723406,193466720.08
2018-07-24,'300742,越博动力,71.83,72.5,69.52,70.0,70.15,1.68,2.3949,2556124,182659931.8
2018-07-23,'300742,越博动力,70.15,71.17,68.02,71.0,71.54,-1.39,-1.943,2329185,162390078.86
2018-07-20,'300742,越博动力,71.54,72.7,69.5,70.93,70.92,0.62,0.8742,2472905,176257895.34
2018-07-19,'300742,越博动力,70.92,71.88,68.5,71.7,71.6,-0.68,-0.9497,2915728,204979627.14
2018-07-18,'300742,越博动力,71.6,76.88,71.2,76.84,76.45,-4.85,-6.344,3322726,245297813.89
2018-07-17,'300742,越博动力,76.45,76.59,73.0,74.15,74.1,2.35,3.1714,3193140,239460475.92
2018-07-16,'300742,越博动力,74.1,78.35,72.0,77.23,79.06,-4.96,-6.2737,4442855,334014746.16
2018-07-13,'300742,越博动力,79.06,84.2,78.89,83.5,84.9,-5.84,-6.8787,5328886,432228263.86
2018-07-12,'300742,越博动力,84.9,86.5,82.54,84.1,83.5,1.4,1.6766,5589747,471816200.72
2018-07-11,'300742,越博动力,83.5,83.9,77.85,83.0,86.5,-3.0,-3.4682,5786238,470934083.18
2018-07-10,'300742,越博动力,86.5,88.88,81.12,81.14,82.65,3.85,4.6582,7234193,613805702.11
2018-07-09,'300742,越博动力,82.65,83.0,79.61,80.84,79.55,3.1,3.8969,6239710,509673122.48
2018-07-06,'300742,越博动力,79.55,85.0,77.5,79.3,78.86,0.69,0.875,7828389,632545934.43
2018-07-05,'300742,越博动力,78.86,82.36,73.3,73.3,74.87,3.99,5.3292,7938322,635950244.6
2018-07-04,'300742,越博动力,74.87,79.8,72.0,76.66,76.6,-1.73,-2.2585,5401152,412864134.54
2018-07-03,'300742,越博动力,76.6,81.0,74.25,80.36,78.16,-1.56,-1.9959,5517926,423761691.5
2018-07-02,'300742,越博动力,78.16,84.66,77.17,80.38,76.96,1.2,1.5593,6967486,567814739.39
2018-06-29,'300742,越博动力,76.96,78.77,71.1,71.5,73.42,3.54,4.8216,5765489,437124307.02
2018-06-28,'300742,越博动力,73.42,78.45,73.42,74.9,75.99,-2.57,-3.382,4785617,361575024.35
2018-06-27,'300742,越博动力,75.99,78.8,74.21,76.0,74.1,1.89,2.5506,7298319,559201970.49
2018-06-26,'300742,越博动力,74.1,74.1,66.45,66.48,67.36,6.74,10.0059,4413543,316408433.14
2018-06-25,'300742,越博动力,67.36,69.57,66.5,67.2,66.13,1.23,1.86,3578707,243463554.85
2018-06-22,'300742,越博动力,66.13,68.0,63.51,63.9,65.8,0.33,0.5015,3310436,219597626.41
2018-06-21,'300742,越博动力,65.8,68.97,63.6,68.88,69.35,-3.55,-5.119,4764675,316165546.49
2018-06-20,'300742,越博动力,69.35,71.09,66.68,68.0,69.03,0.32,0.4636,3628606,251666866.01
2018-06-19,'300742,越博动力,69.03,74.77,69.03,72.5,76.7,-7.67,-10.0,3641396,258760774.46
2018-06-15,'300742,越博动力,76.7,78.5,75.5,76.98,75.98,0.72,0.9476,3740674,288158199.82
2018-06-14,'300742,越博动力,75.98,78.67,75.32,76.0,76.85,-0.87,-1.1321,3833877,295926394.55
2018-06-13,'300742,越博动力,76.85,79.95,75.22,77.5,79.75,-2.9,-3.6364,4861993,376738186.48
2018-06-12,'300742,越博动力,79.75,88.34,79.75,87.52,88.61,-8.86,-9.9989,6949348,564068375.03
2018-06-11,'300742,越博动力,88.61,93.85,87.06,91.04,92.06,-3.45,-3.7476,5577978,507646588.84
2018-06-08,'300742,越博动力,92.06,92.4,88.82,91.38,93.85,-1.79,-1.9073,6531796,591875785.94
2018-06-07,'300742,越博动力,93.85,96.47,87.5,88.0,87.7,6.15,7.0125,9289971,861271306.5
2018-06-06,'300742,越博动力,87.7,92.22,86.51,90.1,89.67,-1.97,-2.1969,4441297,394244236.94
2018-06-05,'300742,越博动力,89.67,91.05,84.8,84.8,86.9,2.77,3.1876,4805940,422881018.69
2018-06-04,'300742,越博动力,86.9,94.94,85.23,94.0,92.26,-5.36,-5.8097,5021731,448428026.15
2018-06-01,'300742,越博动力,92.26,96.14,86.25,87.0,88.71,3.55,4.0018,6522493,591168051.94
2018-05-31,'300742,越博动力,88.71,89.55,83.74,87.99,86.23,2.48,2.876,5765327,503769625.48
2018-05-30,'300742,越博动力,86.23,92.39,86.23,92.39,95.81,-9.58,-9.999,6827545,604738452.81
2018-05-29,'300742,越博动力,95.81,98.51,90.91,90.91,92.8,3.01,3.2435,7900031,753873984.4
2018-05-28,'300742,越博动力,92.8,102.0,89.77,97.0,99.6,-6.8,-6.8273,8827554,849224671.78
2018-05-25,'300742,越博动力,99.6,108.55,98.8,101.5,105.47,-5.87,-5.5656,10396949,1076947808.81
2018-05-24,'300742,越博动力,105.47,105.47,99.1,100.0,95.88,9.59,10.0021,15197958,1549026403.58
2018-05-23,'300742,越博动力,95.88,95.88,95.88,95.88,87.16,8.72,10.0046,925313,88719010.44
2018-05-22,'300742,越博动力,87.16,87.16,87.16,87.16,79.24,7.92,9.995,169166,14744508.56
2018-05-21,'300742,越博动力,79.24,79.24,79.24,79.24,72.04,7.2,9.9944,394253,31240607.72
2018-05-18,'300742,越博动力,72.04,72.04,72.04,72.04,65.49,6.55,10.0015,239003,17217776.12
2018-05-17,'300742,越博动力,65.49,65.49,65.49,65.49,59.54,5.95,9.9933,175039,11463304.11
2018-05-16,'300742,越博动力,59.54,59.54,59.54,59.54,54.13,5.41,9.9945,93422,5562345.88
2018-05-15,'300742,越博动力,54.13,54.13,54.13,54.13,49.21,4.92,9.998,62746,3396440.98
2018-05-14,'300742,越博动力,49.21,49.21,49.21,49.21,44.74,4.47,9.9911,53100,2613051.0
2018-05-11,'300742,越博动力,44.74,44.74,44.74,44.74,40.67,4.07,10.0074,24000,1073760.0
2018-05-10,'300742,越博动力,40.67,40.67,40.67,40.67,36.97,3.7,10.0081,6100,248087.0
2018-05-09,'300742,越博动力,36.97,36.97,36.97,36.97,33.61,3.36,9.997,5200,192244.0
2018-05-08,'300742,N越博,33.61,33.61,28.01,28.01,23.34,10.27,44.0017,16300,546635.0
